engine_temperature,oil_pressure,rpm,vehicle_speed,vibration,brake_temperature,battery_voltage,mileage,coolant_temperature,maintenance_required
95.9605698361348,2.9572042156102225,2778.628998133455,10.485700810989833,1.9337709420383185,123.437215098767,12.555186431767694,69604.57223518394,91.6400107715381,0
88.34082838594578,3.2556004295570777,2726.6588740285333,33.62535882657821,3.71524296521872,117.75621198931887,12.894028238229541,93463.84801884671,82.03883951317907,0
97.77226245720831,3.0220951511638856,1750.7841233556069,45.324289842685346,2.2621757832372182,153.31267646068375,12.73877136729836,14842.854309731141,84.33413590896978,0
108.2763582768963,3.5883344375568957,2963.6673774109904,63.74172277311729,2.6086831176611676,173.64908994991774,11.605460061264958,112188.16997455,83.24617628864434,1
87.19015950331996,4.457742825169531,1307.9338595387055,85.60405816517195,3.360868727965261,144.03964304471157,12.369645788580451,69902.60352828799,90.14053680596335,0
87.19035651660984,2.8831662742870363,1976.6525393917373,77.35339858429411,2.4292439117812714,155.4040312909662,12.95694568435897,63291.79226698754,87.86130466120267,0
108.9505537860887,4.3006563982147314,900.7297496817537,30.51688003881286,0.31858257000416934,112.3908518692755,12.792628225706551,31452.456027334225,104.0631993725325,1
99.20921674983491,2.8746623421224897,3746.9012135702515,50.70719344585869,3.748705005464257,124.38916821486971,11.952690705616943,40894.80652854052,81.15856501668135,0
84.36630736878058,2.8218982300024926,2314.760404843764,61.90938971756417,4.005914595898061,172.0006225759874,12.791132431985108,48673.7050602401,102.9285227756526,0
96.51072052303158,4.154875694674571,4233.50722785305,53.44482188883752,0.30266069007946816,138.43490110903798,13.140422476263108,17224.383028069387,66.88256174101615,0
84.43898768625046,4.237549102406094,3142.359941215596,53.267619353292645,1.2480505532061545,111.52895434830145,11.816590674652685,50555.064534380654,89.89523035249547,0
84.41124295715692,4.181127949410124,2858.4785706808198,16.9314168836432,4.9286555409826125,121.13926941755813,11.127836382971202,33236.19483914092,69.14394278277707,1
92.90354725879241,2.447362073425487,2031.0178445752006,31.181646221508988,2.778441614204694,156.30029516065926,13.74184437048503,80488.72670643989,74.76109447947584,0
67.04063706410642,3.1272392175423596,1662.919971450064,49.92650377151817,2.504261527924438,159.4179453613452,12.72073443985442,1000.0,75.25340443735394,0
69.3009860098436,4.158390873602658,2918.377259117556,0.0,1.9883399115405158,90.52541004330791,12.179895719776164,52588.89766598444,74.47527785040899,0
83.25254964910833,3.5332334724511156,2442.7887925816144,76.01610800024636,1.2631568189720388,132.69069462664046,12.155911293527565,30969.306465786765,78.91925226907425,0
77.84602655598691,2.6410457230420286,1428.5837476117592,25.683022507223257,2.26669882923234,119.7255005106341,12.60275337626664,60080.51011619229,107.00500631177965,0
93.77096799114328,3.8666543513003533,1286.513266793345,77.17095333162845,3.669307286998853,117.70624531637021,13.228712887365091,130615.0495494701,76.21944892502653,0
